point_id,region_id
32760,1
32761,4
32762,1
32763,1
32764,4
32765,1
32766,1
32767,1
32768,1
32769,1
32770,1
32771,1
32772,4
32773,4
32774,4
32775,1
32776,1
32777,1
32778,1
32779,1
32780,1
32781,1
32782,1
32783,1
32784,1
32785,1
32786,1
32787,1
32788,1
32789,4
32790,1
32791,1
32792,1
32793,1
32794,1
32795,1
32796,1
32797,1
32798,1
32799,1
32800,1
32801,1
32802,1
32803,2
32804,1
32805,1
32806,1
32807,1
32808,1
32809,1
32810,1
32811,5
32812,1
32813,1
32814,1
32815,1
32816,5
32817,1
32818,1
32819,1
32820,1
32821,1
32822,1
32823,1
32824,4
32825,1
32826,1
32827,1
32828,1
32829,1
32830,1
32831,1
32832,1
32833,1
32834,1
32835,1
32836,1
32837,1
32838,1
32839,1
32840,1
32841,4
32842,1
32843,1
32844,1
32845,1
32846,1
32847,1
32848,1
32849,1
32850,1
32851,1
32852,4
32853,1
32854,1
32855,1
32856,1
32857,1
32858,1
32859,1
32860,1
32861,1
32862,4
32863,1
32864,1
32865,1
32866,1
32867,1
32868,1
32869,1
32870,1
32871,4
32872,1
32873,1
32874,4
32875,1
32876,1
32877,1
32878,1
32879,1
32880,2
32881,1
32882,4
32883,1
32884,1
32885,1
32886,1
32887,1
32888,1
32889,1
32890,1
32891,1
32892,1
32893,1
32894,1
32895,1
32896,1
32897,1
32898,4
32899,1
32900,1
32901,1
32902,4
32903,1
32904,1
32905,1
32906,4
32907,1
32908,1
32909,1
32910,1
32911,1
32912,1
32913,1
32914,1
32915,1
32916,1
32917,4
32918,1
32919,1
32920,1
32921,1
32922,1
32923,1
32924,1
32925,1
32926,1
32927,1
32928,1
32929,1
32930,1
32931,4
32932,1
32933,1
32934,1
32935,1
32936,1
32937,1
32938,1
32939,1
32940,4
32941,1
32942,1
32943,1
32944,1
32945,1
32946,1
32947,1
32948,1
32949,1
32950,1
32951,1
32952,4
32953,1
32954,1
32955,1
32956,1
32957,1
32958,1
32959,1
32960,1
32961,1
32962,1
32963,1
32964,1
32965,1
32966,1
32967,1
32968,4
32969,1
32970,1
32971,1
32972,1
32973,1
32974,1
32975,1
32976,1
32977,1
32978,1
32979,1
32980,1
32981,1
32982,1
32983,1
32984,1
32985,1
32986,1
32987,1
32988,1
32989,4
32990,4
32991,1
32992,1
32993,1
32994,1
32995,1
32996,1
32997,1
32998,1
32999,1
33000,1
33001,4
33002,1
33003,4
33004,1
33005,1
33006,1
33007,1
33008,1
33009,1
33010,1
33011,1
33012,1
33013,1
33014,1
33015,1
33016,1
33017,5
33018,2
33019,1
33020,1
33021,1
33022,1
33023,1
33024,1
33025,1
33026,1
33027,1
33028,1
33029,1
33030,1
33031,1
33032,1
33033,1
33034,4
33035,1
33036,1
33037,1
33038,1
33039,1
33040,1
33041,4
33042,1
33043,1
33044,1
33045,1
33046,1
33047,1
33048,1
33049,1
33050,1
33051,1
33052,1
33053,2
33054,1
33055,1
33056,1
33057,1
33058,1
33059,1
33060,2
33061,1
33062,1
33063,1
33064,1
33065,1
33066,1
33067,1
33068,1
33069,4
33070,1
33071,4
33072,1
33073,1
33074,1
33075,4
33076,1
33077,1
33078,1
33079,1
33080,1
33081,1
33082,5
33083,1
33084,1
33085,1
33086,1
33087,1
33088,1
33089,4
33090,1
33091,1
33092,4
33093,4
33094,1
33095,1
33096,1
33097,1
33098,1
33099,1
33100,1
33101,1
33102,1
33103,1
33104,1
33105,1
33106,1
33107,1
33108,1
33109,1
33110,1
33111,1
33112,1
33113,1
33114,4
33115,1
33116,1
33117,1
33118,1
33119,1
33120,1
33121,1
33122,1
33123,1
33124,1
33125,1
33126,1
33127,1
33128,1
33129,1
33130,1
33131,1
33132,1
33133,1
33134,4
33135,4
33136,1
33137,1
33138,1
33139,1
33140,1
33141,1
33142,1
33143,1
33144,1
33145,5
33146,1
33147,5
33148,1
33149,1
33150,1
33151,1
33152,1
33153,1
33154,1
33155,1
33156,1
33157,1
33158,4
33159,1
33160,1
33161,1
33162,1
33163,1
33164,1
33165,1
33166,1
33167,1
33168,1
33169,1
33170,1
33171,2
33172,1
33173,1
33174,1
33175,4
33176,1
33177,1
33178,2
33179,1
33180,1
33181,1
33182,1
33183,1
33184,1
33185,1
33186,1
33187,1
33188,4
33189,1
33190,1
33191,1
33192,1
33193,1
33194,1
33195,1
33196,1
33197,1
33198,5
33199,1
33200,1
33201,5
33202,5
33203,1
33204,4
33205,4
33206,1
33207,1
33208,1
33209,4
33210,1
33211,1
33212,1
33213,4
33214,4
33215,1
33216,1
33217,1
33218,1
33219,2
33220,4
33221,1
33222,1
33223,1
33224,1
33225,1
33226,1
33227,1
33228,1
33229,1
33230,1
33231,1
33232,1
33233,1
33234,1
33235,1
33236,1
33237,1
33238,1
33239,1
33240,1
33241,1
33242,1
33243,1
33244,4
33245,1
33246,1
33247,1
33248,1
33249,1
33250,1
33251,1
33252,1
33253,1
33254,1
33255,1
33256,1
33257,1
33258,1
33259,1
33260,1
33261,1
33262,1
33263,1
33264,1
33265,1
33266,1
33267,1
33268,1
33269,1
33270,1
33271,1
33272,1
33273,1
33274,1
33275,1
33276,1
33277,5
33278,1
33279,1
33280,1
33281,1
33282,1
33283,4
33284,4
33285,1
33286,1
33287,1
33288,1
33289,1
33290,4
33291,1
33292,1
33293,2
33294,1
33295,1
33296,1
33297,1
33298,4
33299,1
33300,1
33301,1
33302,1
33303,1
33304,1
33305,1
33306,1
33307,1
33308,1
33309,1
33310,1
33311,1
33312,1
33313,1
33314,1
33315,1
33316,1
33317,1
33318,1
33319,1
33320,1
33321,1
33322,1
33323,1
33324,1
33325,1
33326,1
33327,1
33328,1
33329,1
33330,1
33331,1
33332,1
33333,1
33334,1
33335,1
33336,1
33337,1
33338,1
33339,1
33340,1
33341,1
33342,1
33343,1
33344,1
33345,1
33346,1
33347,1
33348,1
33349,4
33350,1
33351,1
33352,1
33353,1
33354,1
33355,1
33356,1
33357,1
33358,4
33359,2
33360,1
33361,1
33362,1
33363,4
33364,1
33365,1
33366,1
33367,1
33368,1
33369,1
33370,1
33371,4
33372,1
33373,4
33374,1
33375,1
33376,1
33377,1
33378,1
33379,2
33380,1
33381,1
33382,2
33383,1
33384,1
33385,1
33386,1
33387,1
33388,2
33389,1
33390,1
33391,1
33392,1
33393,1
33394,1
33395,1
33396,4
33397,1
33398,1
33399,1
33400,1
33401,1
33402,1
33403,2
33404,5
33405,5
33406,1
33407,4
33408,1
33409,4
33410,1
33411,1
33412,1
33413,1
33414,1
33415,1
33416,1
33417,1
33418,1
33419,1
33420,1
33421,4
33422,1
33423,1
33424,1
33425,1
33426,1
33427,1
33428,1
33429,4
33430,1
33431,1
33432,1
33433,1
33434,1
33435,1
33436,1
33437,1
33438,1
33439,1
33440,1
33441,1
33442,4
33443,1
33444,1
33445,1
33446,1
33447,4
33448,1
33449,1
33450,1
33451,1
33452,1
33453,1
33454,1
33455,1
33456,1
33457,1
33458,2
33459,1
33460,4
33461,1
33462,4
33463,4
33464,2
33465,1
33466,1
33467,1
33468,1
33469,1
33470,1
33471,4
33472,1
33473,2
33474,4
33475,1
33476,1
33477,1
33478,1
33479,1
33480,1
33481,1
33482,1
33483,1
33484,1
33485,1
33486,1
33487,1
33488,1
33489,1
33490,4
33491,4
33492,1
33493,4
33494,1
33495,1
33496,1
33497,1
33498,1
33499,1
33500,1
33501,1
33502,1
33503,1
33504,1
33505,1
33506,1
33507,1
33508,1
33509,1
33510,1
33511,1
33512,1
33513,1
33514,1
33515,4
33516,1
33517,4
33518,1
33519,1
33520,1
33521,1
33522,1
33523,1
33524,1
33525,1
33526,4
33527,1
33528,1
33529,4
33530,1
33531,1
33532,1
33533,1
33534,1
33535,1
33536,1
33537,1
33538,1
33539,1
33540,1
33541,1
33542,4
33543,1
33544,1
33545,1
33546,1
33547,1
33548,1
33549,1
33550,1
33551,2
33552,1
33553,1
33554,1
33555,1
33556,1
33557,1
33558,4
33559,1
33560,1
33561,1
33562,1
33563,1
33564,1
33565,1
33566,1
33567,1
33568,1
33569,1
33570,1
33571,1
33572,1
33573,1
33574,1
33575,1
33576,1
33577,1
33578,1
33579,1
33580,1
33581,4
33582,1
33583,1
33584,1
33585,1
33586,1
33587,2
33588,1
33589,1
33590,1
33591,1
33592,1
33593,4
33594,1
33595,4
33596,1
33597,1
33598,1
33599,1
33600,1
33601,1
33602,1
33603,4
33604,1
33605,1
33606,1
33607,1
33608,1
33609,1
33610,1
33611,1
33612,2
33613,1
33614,1
33615,1
33616,4
33617,1
33618,1
33619,1
33620,1
33621,1
33622,1
33623,1
33624,1
33625,1
33626,1
33627,1
33628,1
33629,1
33630,1
33631,1
33632,1
33633,1
33634,1
33635,1
33636,1
33637,2
33638,4
33639,1
33640,1
33641,1
33642,1
33643,4
33644,4
33645,1
33646,1
33647,1
33648,1
33649,1
33650,1
33651,1
33652,4
33653,1
33654,1
33655,1
33656,1
33657,1
33658,1
33659,1
33660,1
33661,1
33662,1
33663,1
33664,1
33665,1
33666,1
33667,2
33668,1
33669,1
33670,4
33671,4
33672,1
33673,1
33674,1
33675,1
33676,1
33677,1
33678,1
33679,1
33680,1
33681,1
33682,1
33683,1
33684,1
33685,1
33686,4
33687,1
33688,1
33689,1
33690,1
33691,4
33692,1
33693,1
33694,1
33695,1
33696,1
33697,1
33698,4
33699,1
33700,1
33701,1
33702,1
33703,2
33704,1
33705,1
33706,1
33707,1
33708,1
33709,1
33710,1
33711,1
33712,1
33713,1
33714,1
33715,1
33716,1
33717,1
33718,1
33719,1
33720,1
33721,1
33722,1
33723,4
33724,1
33725,1
33726,1
33727,1
33728,1
33729,1
33730,1
33731,1
33732,1
33733,1
33734,1
33735,1
33736,1
33737,1
33738,1
33739,1
33740,1
33741,1
33742,1
33743,1
33744,1
33745,1
33746,1
33747,1
33748,1
33749,1
33750,1
33751,1
33752,1
33753,1
33754,1
33755,1
33756,1
33757,1
33758,1
33759,1
33760,1
33761,1
33762,1
33763,4
33764,1
33765,4
33766,1
33767,4
33768,1
33769,1
33770,1
33771,1
33772,1
33773,1
33774,1
33775,1
33776,1
33777,1
33778,1
33779,1
33780,1
33781,1
33782,1
33783,1
33784,1
33785,1
33786,1
33787,1
33788,4
33789,4
33790,1
33791,1
33792,1
33793,1
33794,1
33795,4
33796,1
33797,1
33798,2
33799,1
33800,1
33801,1
33802,1
33803,1
33804,1
33805,1
33806,1
33807,5
33808,1
33809,1
33810,1
33811,1
33812,1
33813,1
33814,1
33815,1
33816,1
33817,1
33818,1
33819,1
33820,1
33821,1
33822,4
33823,1
33824,1
33825,1
33826,4
33827,1
33828,1
33829,1
33830,1
33831,1
33832,1
33833,1
33834,1
33835,1
33836,1
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,4
33844,1
33845,1
33846,1
33847,1
33848,1
33849,4
33850,1
33851,1
33852,1
33853,1
33854,1
33855,1
33856,1
33857,1
33858,4
33859,1
33860,1
33861,1
33862,4
33863,4
33864,1
33865,1
33866,1
33867,1
33868,1
33869,1
33870,1
33871,1
33872,1
33873,1
33874,1
33875,1
33876,1
33877,1
33878,1
33879,1
33880,1
33881,1
33882,1
33883,1
33884,1
33885,1
33886,1
33887,1
33888,1
33889,1
33890,1
33891,1
33892,1
33893,4
33894,1
33895,1
33896,1
33897,1
33898,1
33899,4
33900,1
33901,1
33902,1
33903,1
33904,1
33905,1
33906,1
33907,1
33908,1
33909,1
33910,1
33911,4
33912,1
33913,2
33914,4
33915,1
33916,2
33917,1
33918,1
33919,4
33920,1
33921,1
33922,1
33923,4
33924,4
33925,1
33926,1
33927,4
33928,1
33929,1
33930,1
33931,1
33932,1
33933,4
33934,1
33935,1
33936,1
33937,1
33938,1
33939,1
33940,1
33941,1
33942,1
33943,1
33944,1
33945,1
33946,1
33947,1
33948,1
33949,1
33950,1
33951,1
33952,1
33953,1
33954,1
33955,4
33956,1
33957,1
33958,1
33959,1
33960,1
33961,1
33962,1
33963,1
33964,1
33965,1
33966,1
33967,1
33968,1
33969,1
33970,1
33971,2
33972,1
33973,1
33974,1
33975,2
33976,1
33977,1
33978,1
33979,4
33980,1
33981,4
33982,1
33983,4
33984,1
33985,1
33986,1
33987,1
33988,4
33989,1
33990,4
33991,1
33992,1
33993,1
33994,1
33995,1
33996,1
33997,1
33998,1
33999,1
34000,1
34001,1
34002,1
34003,1
34004,1
34005,1
34006,1
34007,4
34008,1
34009,1
34010,1
34011,1
34012,1
34013,1
34014,1
34015,1
34016,1
34017,1
34018,1
34019,1
34020,1
34021,1
34022,2
34023,1
34024,1
34025,1
34026,1
34027,1
34028,1
34029,1
34030,1
34031,1
34032,1
34033,1
34034,1
34035,1
34036,1
34037,1
34038,1
34039,1
34040,4
34041,1
34042,1
34043,1
34044,1
34045,1
34046,1
34047,1
34048,1
34049,1
34050,1
34051,1
34052,1
34053,1
34054,1
34055,1
34056,4
34057,1
34058,1
34059,4
34060,1
34061,1
34062,1
34063,1
34064,1
34065,1
34066,1
34067,4
34068,1
34069,1
34070,4
34071,1
34072,1
34073,1
34074,1
34075,1
34076,1
34077,1
34078,1
34079,1
34080,1
34081,1
34082,1
34083,1
34084,2
34085,4
34086,1
34087,1
34088,1
34089,4
34090,1
34091,1
34092,1
34093,1
34094,1
34095,1
34096,1
34097,1
34098,1
34099,1
34100,1
34101,1
34102,1
34103,1
34104,1
34105,4
34106,1
34107,1
34108,1
34109,1
34110,1
34111,1
34112,1
34113,1
34114,1
34115,1
34116,1
34117,1
34118,4
34119,1
34120,1
34121,1
34122,1
34123,1
34124,1
34125,1
34126,1
34127,1
34128,1
34129,1
34130,1
34131,4
34132,1
34133,1
34134,1
34135,1
34136,1
34137,1
34138,1
34139,1
34140,1
34141,1
34142,1
34143,4
34144,2
34145,4
34146,4
34147,2
34148,4
34149,4
34150,1
34151,1
34152,1
34153,1
34154,1
34155,1
34156,1
34157,1
34158,1
34159,1
34160,1
34161,1
34162,1
34163,1
34164,1
34165,1
34166,1
34167,1
34168,4
34169,1
34170,1
34171,1
34172,1
34173,1
34174,1
34175,4
34176,1
34177,1
34178,1
34179,1
34180,1
34181,1
34182,1
34183,4
34184,1
34185,1
34186,1
34187,1
34188,1
34189,1
34190,1
34191,1
34192,1
34193,1
34194,4
34195,1
34196,1
34197,1
34198,1
34199,1
34200,1
34201,1
34202,1
34203,1
34204,1
34205,1
34206,1
34207,1
34208,1
34209,5
34210,1
34211,4
34212,1
34213,4
34214,1
34215,1
34216,1
34217,2
34218,1
34219,1
34220,1
34221,1
34222,1
34223,4
34224,4
34225,1
34226,1
34227,1
34228,1
34229,1
34230,1
34231,4
34232,1
34233,1
34234,4
34235,1
34236,1
34237,1
34238,1
34239,1
34240,1
34241,1
34242,1
34243,1
34244,1
34245,4
34246,1
34247,4
34248,1
34249,1
34250,1
34251,1
34252,4
34253,1
34254,4
34255,4
34256,1
34257,1
34258,1
34259,1
34260,1
34261,1
34262,1
34263,1
34264,1
34265,1
34266,1
34267,4
34268,4
34269,1
34270,4
34271,1
34272,1
34273,1
34274,1
34275,1
34276,4
34277,1
34278,1
34279,1
34280,1
34281,1
34282,1
34283,1
34284,1
34285,1
34286,1
34287,1
34288,1
34289,1
34290,1
34291,1
34292,1
34293,1
34294,1
34295,1
34296,1
34297,1
34298,1
34299,1
34300,1
34301,1
34302,4
34303,1
34304,4
34305,1
34306,1
34307,4
34308,1
34309,1
34310,1
34311,1
34312,1
34313,1
34314,1
34315,1
34316,1
34317,1
34318,1
34319,4
34320,1
34321,1
34322,1
34323,1
34324,1
34325,1
34326,1
34327,1
34328,1
34329,1
34330,1
34331,1
34332,1
34333,1
34334,4
34335,4
34336,4
34337,4
34338,4
34339,4
34340,1
34341,1
34342,1
34343,1
34344,1
34345,1
34346,1
34347,1
34348,1
34349,1
34350,1
34351,1
34352,1
34353,1
34354,1
34355,1
34356,1
34357,1
34358,1
34359,1
34360,1
34361,1
34362,1
34363,1
34364,1
34365,1
34366,1
34367,1
34368,1
34369,1
34370,2
34371,1
34372,2
34373,1
34374,1
34375,1
34376,1
34377,2
34378,5
34379,1
34380,4
34381,4
34382,4
34383,1
34384,1
34385,1
34386,1
34387,1
34388,1
34389,1
34390,1
34391,1
34392,1
34393,1
34394,1
34395,1
34396,1
34397,1
34398,2
34399,1
34400,1
34401,2
34402,1
34403,1
34404,1
34405,4
34406,4
34407,1
34408,1
34409,1
34410,1
34411,1
34412,2
34413,1
34414,1
34415,1
34416,4
34417,1
34418,1
34419,1
34420,1
34421,1
34422,1
34423,2
34424,1
34425,1
34426,4
34427,1
34428,1
34429,1
34430,1
34431,1
34432,1
34433,1
34434,4
34435,1
34436,1
34437,4
34438,1
34439,1
34440,1
34441,1
34442,1
34443,1
34444,1
34445,4
34446,1
34447,1
34448,1
34449,4
34450,4
34451,1
34452,1
34453,1
34454,1
34455,1
34456,1
34457,1
34458,1
34459,1
34460,1
34461,2
34462,1
34463,1
34464,1
34465,1
34466,1
34467,1
34468,1
34469,1
34470,1
34471,1
34472,1
34473,1
34474,1
34475,1
34476,1
34477,1
34478,1
34479,1
34480,1
34481,1
34482,1
34483,1
34484,1
34485,1
34486,1
34487,1
34488,1
34489,1
34490,4
34491,2
34492,1
34493,1
34494,1
34495,1
34496,1
34497,1
34498,1
34499,1
34500,1
34501,1
34502,1
34503,1
34504,1
34505,1
34506,1
34507,1
34508,1
34509,1
34510,1
34511,1
34512,1
34513,1
34514,1
34515,1
34516,1
34517,1
34518,1
34519,1
34520,1
34521,1
34522,4
34523,1
34524,1
34525,1
34526,2
34527,1
34528,1
34529,1
34530,1
34531,1
34532,1
34533,1
34534,1
34535,1
34536,1
34537,4
34538,1
34539,1
34540,1
34541,4
34542,4
34543,1
34544,1
34545,4
34546,1
34547,1
34548,1
34549,1
34550,1
34551,1
34552,1
34553,1
34554,1
34555,1
34556,1
34557,4
34558,1
34559,1
34560,4
34561,1
34562,1
34563,4
34564,4
34565,4
34566,4
34567,1
34568,4
34569,1
34570,1
34571,1
34572,1
34573,1
34574,1
34575,1
34576,1
34577,1
34578,1
34579,1
34580,1
34581,1
34582,1
34583,1
34584,1
34585,5
34586,1
34587,1
34588,1
34589,1
34590,1
34591,1
34592,1
34593,1
34594,1
34595,1
34596,1
34597,1
34598,1
34599,1
34600,1
34601,1
34602,1
34603,1
34604,1
34605,1
34606,1
34607,1
34608,1
34609,1
34610,1
34611,1
34612,1
34613,1
34614,1
34615,1
34616,1
34617,1
34618,1
34619,1
34620,5
34621,1
34622,1
34623,1
34624,1
34625,5
34626,1
34627,1
34628,4
34629,4
34630,4
34631,4
34632,4
34633,4
34634,1
34635,1
34636,4
34637,1
34638,1
34639,1
34640,1
34641,1
34642,1
34643,1
34644,1
34645,1
34646,1
34647,1
34648,1
34649,4
34650,1
34651,1
34652,1
34653,4
34654,1
34655,1
34656,1
34657,1
34658,1
34659,1
34660,1
34661,4
34662,1
34663,1
34664,1
34665,1
34666,2
34667,1
34668,1
34669,1
34670,1
34671,1
34672,1
34673,1
34674,1
34675,1
34676,1
34677,1
34678,1
34679,1
34680,1
34681,1
34682,1
34683,1
34684,1
34685,1
34686,1
34687,1
34688,1
34689,1
34690,1
34691,1
34692,2
34693,1
34694,1
34695,1
34696,1
34697,1
34698,4
34699,1
34700,1
34701,1
34702,1
34703,1
34704,4
34705,1
34706,1
34707,4
34708,1
34709,1
34710,4
34711,1
34712,4
34713,4
34714,1
34715,4
34716,1
34717,1
34718,1
34719,1
34720,4
34721,1
34722,1
34723,1
34724,1
34725,1
34726,1
34727,1
34728,1
34729,1
34730,1
34731,1
34732,1
34733,1
34734,1
34735,1
34736,1
34737,1
34738,1
34739,1
34740,1
34741,1
34742,1
34743,1
34744,1
34745,1
34746,1
34747,1
34748,1
34749,1
34750,1
34751,1
34752,1
34753,1
34754,1
34755,1
34756,1
34757,1
34758,1
34759,1
34760,1
34761,1
34762,1
34763,1
34764,1
34765,1
34766,1
34767,1
34768,1
34769,4
34770,1
34771,4
34772,4
34773,1
34774,4
34775,1
34776,4
34777,1
34778,1
34779,1
34780,1
34781,4
34782,1
34783,4
34784,1
34785,1
34786,1
34787,1
34788,1
34789,1
34790,1
34791,1
34792,1
34793,1
34794,1
34795,1
34796,1
34797,1
34798,1
34799,1
34800,1
34801,1
34802,1
34803,1
34804,1
34805,1
34806,1
34807,1
34808,1
34809,1
34810,1
34811,1
34812,1
34813,1
34814,1
34815,1
34816,1
34817,1
34818,1
34819,1
34820,1
34821,1
34822,1
34823,1
34824,1
34825,1
34826,1
34827,1
34828,1
34829,1
34830,1
34831,1
34832,1
34833,1
34834,5
34835,1
34836,1
34837,1
34838,1
34839,1
34840,1
34841,1
34842,4
34843,1
34844,1
34845,1
34846,4
34847,1
34848,1
34849,1
34850,1
34851,1
34852,1
34853,1
34854,3
34855,3
34856,3
34857,3
34858,3
34859,3
34860,3
34861,3
34862,2
34863,3
34864,2
34865,3
34866,2
34867,3
34868,3
34869,2
34870,2
34871,3
34872,3
34873,3
34874,3
34875,3
34876,3
34877,3
34878,3
34879,3
34880,3
34881,3
34882,3
34883,3
34884,3
34885,3
34886,3
34887,3
34888,3
34889,3
34890,3
34891,3
34892,2
34893,2
34894,3
34895,3
34896,3
34897,2
34898,3
34899,3
34900,3
34901,2
34902,3
34903,3
34904,2
34905,3
34906,3
34907,3
34908,3
34909,3
34910,3
34911,3
34912,3
34913,2
34914,3
34915,3
34916,3
34917,3
34918,3
34919,3
34920,3
34921,2
34922,2
34923,3
34924,3
34925,3
34926,3
34927,3
34928,2
34929,3
34930,3
34931,3
34932,3
34933,2
34934,3
34935,3
34936,2
34937,3
34938,3
34939,3
34940,3
34941,3
34942,2
34943,3
34944,3
34945,3
34946,3
34947,3
34948,2
34949,3
34950,3
34951,3
34952,2
34953,3
34954,3
34955,3
34956,3
34957,2
34958,3
34959,3
34960,3
34961,2
